0,1,2
0.5913,-4.9,-3.707
1.822,-4.09,-3.031
-6.03,-0.698,-0.3687
2.268,-4.04,-2.936
-11.05,-5.57,-4.61
-2.88,-3.748,-2.914
-5.848,-5.766,-4.617
-8.03,-2.836,-2.309
-9.5,-3.545,-2.924
-2.562,-3.584,-2.787
-1.046,-5.594,-4.32
-0.9854,-1.081,-0.621
-3.672,-0.2568,0.115
-11.055,-8.53,-6.95
1.144,-2.95,-2.068
-0.4873,-1.44,-0.89
-3.975,-2.855,-2.234
1.805,-4.605,-3.254
1.42,-3.506,-2.553
-8.65,-7.773,-6.297
-6.45,-6.51,-5.227
-1.719,-3.176,-2.412
-2.018,-2.355,-1.761
-1.94,-0.661,-0.3098
-0.722,-4.062,-3.092
-11.28,-10.14,-8.26
-7.41,-4.496,-3.65
-9.75,-9.37,-7.598
-7.164,-6.88,-5.54
-5.887,-5.58,-4.477
2.99,-4.965,-3.646
-1.184,-3.494,-2.652
-3.994,-4.703,-3.725
-0.636,-3.86,-2.924
-5.5,-4.055,-3.252
-13.57,-8.59,-7.082
-0.4822,-1.064,-0.6265
-5.7,-0.686,-0.354
-12.31,-9.805,-8.01
-9.15,-8.82,-7.15
-1.084,-2.207,-1.587
-1.35,-1.242,-0.708
0.51,-2.434,-1.661
1.261,-2.637,-1.848
-6.81,-7.055,-5.684
-1.037,-1.185,-0.6626
-7.04,-7.465,-6.004
2.922,-4.88,-3.527
-3.834,-4.53,-3.555
-22.73,-12.99,-10.77
-2.715,-1.54,-1.036
-6.453,-1.738,-1.346
-10.766,-8.516,-6.957
-1.463,-3.53,-2.71
-8.414,-9.16,-7.402
1.106,-2.998,-2.057
-3.34,-1.739,-1.293
-7.1,-4.152,-3.361
-2.29,-0.774,-0.438
-6.16,-6.56,-5.25
-11.555,-10.3,-8.375
1.313,-3.21,-2.256
0.3699,-2.398,-1.601
-4.008,-0.988,-0.651
-8.56,-7.508,-6.086
-7.926,-4.46,-3.639
-4.54,-4.605,-3.656
-3.48,-1.09,-0.705
-0.7466,-1.381,-0.789
-5.734,-7.555,-6.043
-6.703,-7.395,-5.945
-5.793,-5.42,-4.336
-3.53,-2.174,-1.653
-1.97,-3.338,-2.566
2.766,-4.645,-3.434
-4.957,-8.6,-6.85
2.057,-6.145,-4.656
-1.873,-1.691,-1.223
1.125,-2.986,-2.17
-1.188,-4.17,-3.188
-9.34,-5.305,-4.344
1.602,-4.055,-3.041
-0.924,-3.39,-2.559
-0.3308,-1.705,-1.13
-7.074,-6.59,-5.32
1.896,-4.066,-2.91
-12.68,-8.62,-7.062
-0.6475,-0.915,-0.5425
2.182,-4.68,-3.314
-0.6084,-3.664,-2.771
1.942,-3.803,-2.807
-0.5303,-2.908,-2.16
-2.076,-0.8354,-0.513
-3.18,-4.914,-3.848
0.1036,-1.735,-1.085
-0.209,-2.191,-1.477
2.486,-4.21,-3.105
-0.8813,-2.287,-1.532
-5.96,-3.559,-2.873
-8.05,-6.176,-5.0
0.6675,-2.824,-1.96
-5.273,-3.002,-2.396
-5.773,-3.354,-2.695
-0.4348,-3.492,-2.633
-4.594,-2.914,-2.31
-7.543,-7.434,-5.996
-8.18,-6.88,-5.574
-0.828,-1.32,-0.719
1.132,-5.957,-4.54
-1.674,-3.926,-2.979
-1.749,-2.467,-1.809
-4.492,-3.47,-2.748
-4.58,-2.246,-1.737
-1.851,-2.777,-2.123
3.234,-5.37,-3.99
-10.22,-7.22,-5.887
-8.51,-6.945,-5.633
-5.156,-4.61,-3.674
-3.883,-6.055,-4.785
-12.41,-11.125,-9.08
-1.466,-0.4688,-0.0805
-6.043,-5.996,-4.816
-2.674,-5.2,-4.08
-1.66,-9.28,-7.246
2.76,-4.496,-3.303
2.43,-4.562,-3.336
-9.15,-7.406,-6.016
-0.9243,-0.709,-0.3452
-3.084,-1.367,-0.9717
3.13,-4.81,-3.584
-3.258,-0.659,-0.3442
-5.47,-0.9756,-0.652
-1.828,-2.086,-1.559
-4.414,-1.977,-1.521
1.539,-4.535,-3.418
-4.574,-5.156,-4.105
-4.188,-4.14,-3.281
-4.547,-2.51,-1.971
0.9023,-5.13,-3.895
1.236,-2.492,-1.738
1.13,-3.36,-2.375
-7.055,-3.748,-3.057
-3.496,-1.089,-0.7524
0.1724,-1.793,-1.174
-6.145,-3.453,-2.766
-3.25,-5.754,-4.523
-5.434,-2.926,-2.33
3.084,-4.926,-3.646
-8.586,-6.246,-5.07
3.102,-5.06,-3.682
1.524,-3.662,-2.604
2.875,-4.766,-3.514
-4.848,-3.404,-2.691
-1.7,-2.318,-1.745
-9.77,-6.945,-5.664
2.512,-4.895,-3.512
0.8813,-4.79,-3.623
-2.326,-1.192,-0.715
-8.91,-9.26,-7.496
1.701,-3.777,-2.701
-2.043,-0.2993,0.00807
3.24,-6.414,-4.85
0.05484,-4.414,-3.336
-0.3796,-1.622,-0.981
-3.662,-0.647,-0.3313
-0.1344,-1.377,-0.8403
-1.112,-1.603,-0.9556
-5.875,-2.8,-2.238
-8.89,-10.83,-8.734
3.213,-5.86,-4.277
-4.97,-5.0,-3.98
-3.371,-4.1,-3.225
-9.67,-9.46,-7.67
-4.086,-1.582,-1.158
-4.906,-1.205,-0.871
-6.914,-4.37,-3.537
-6.73,-5.293,-4.266
3.55,-5.6,-4.105
2.234,-4.277,-3.027
-0.81,-2.379,-1.733
-5.39,-5.203,-4.156
-5.09,-2.04,-1.588
-8.23,-9.09,-7.34
-5.293,-6.863,-5.48
-6.727,-4.164,-3.363
-2.467,-3.668,-2.863
-4.12,-1.81,-1.336
1.232,-3.25,-2.238
-5.242,-1.446,-1.068
-0.7656,-0.8496,-0.4097
-3.885,-2.467,-1.916
-6.64,-4.617,-3.732
-1.975,-1.54,-1.023
-3.75,-0.536,-0.208
-0.358,-2.152,-1.435
-0.596,-3.654,-2.719
-13.02,-8.22,-6.742
-2.088,-1.82,-1.249
-3.666,-3.441,-2.695
2.969,-4.703,-3.5
-1.574,-3.932,-3.016
-0.8213,-5.004,-3.84
0.02814,-1.648,-1.079
-9.05,-4.17,-3.422
-6.58,-4.87,-3.922
-0.813,-4.355,-3.328
0.881,-2.566,-1.814
-8.34,-4.625,-3.768
-1.899,-2.986,-2.258
-1.817,-0.592,-0.2703
-0.3833,-1.281,-0.807
-8.055,-3.176,-2.582
-7.41,-4.508,-3.656
-11.21,-6.555,-5.39
2.32,-3.928,-2.895
3.174,-5.676,-4.113
-1.563,-3.744,-2.86
-3.133,-0.2192,0.2032
-0.984,-1.168,-0.723
-7.188,-4.55,-3.686
1.698,-3.564,-2.594
-9.22,-3.895,-3.205
-0.4116,-3.496,-2.63
-11.49,-7.355,-6.01
-0.382,-1.772,-1.16
-12.0,-7.504,-6.17
-4.656,-2.588,-2.025
-3.57,-1.224,-0.871
-4.273,-0.5635,-0.2605
-7.83,-6.754,-5.477
-2.508,-3.541,-2.736
-0.954,-1.144,-0.7075
3.045,-4.742,-3.523
-0.7676,-2.635,-1.968
-1.016,-5.914,-4.562
-3.719,-2.117,-1.641
-1.262,-2.518,-1.852
-1.415,-4.785,-3.693
-7.594,-1.745,-1.309
-2.889,-0.2573,0.0732
-6.92,-2.691,-2.172
-3.154,-6.883,-5.42
-12.97,-8.35,-6.875
-4.633,-6.574,-5.24
-0.728,-1.587,-0.9644
0.9775,-3.35,-2.459
-2.588,-2.623,-2.014
-0.7793,-1.342,-0.866
-7.58,-8.29,-6.684
-12.586,-9.984,-8.16
-6.105,-2.12,-1.69
-1.305,-1.082,-0.535
1.735,-3.033,-2.195
2.225,-4.098,-3.04
1.283,-2.498,-1.797
-2.785,-0.3665,-0.03111
0.537,-2.092,-1.388
0.2401,-2.496,-1.679
-2.719,-4.594,-3.596
-7.14,-6.766,-5.457
-11.54,-8.61,-7.027
-1.997,-4.234,-3.27
1.819,-3.436,-2.533
-3.967,-6.184,-4.89
-3.104,-4.527,-3.537
1.459,-3.273,-2.29
-5.05,-3.041,-2.41
0.859,-3.16,-2.146
-6.387,-5.14,-4.133
-4.5,-3.938,-3.123
-0.3008,-2.22,-1.567
-1.867,-1.19,-0.7812
1.136,-3.37,-2.322
-4.055,-4.727,-3.748
-0.318,-2.656,-1.886
1.037,-2.652,-1.871
-10.93,-6.684,-5.465
-7.46,-3.38,-2.734
-5.45,-4.805,-3.857
-2.271,-0.768,-0.359
-8.13,-5.836,-4.74
-3.164,-3.354,-2.627
-8.46,-9.63,-7.773
-7.418,-4.78,-3.875
-4.355,-1.36,-0.9854
1.207,-3.598,-2.486
-9.02,-6.223,-5.066
-7.637,-6.074,-4.918
-0.8154,-3.104,-2.316
-3.436,-1.947,-1.476
0.5547,-2.408,-1.712
-9.74,-4.695,-3.848
3.967,-6.34,-4.664
3.86,-6.035,-4.53
-9.516,-3.973,-3.277
-4.1,-5.28,-4.18
0.2607,-1.987,-1.405
-4.633,-5.492,-4.36
0.4001,-2.309,-1.59
2.256,-3.81,-2.791
3.66,-5.668,-4.223
-0.00052,-1.908,-1.299
-10.375,-8.195,-6.676
-2.13,-0.1805,0.1252
1.636,-3.232,-2.393
-2.912,-6.137,-4.816
-13.22,-10.67,-8.71
1.886,-3.47,-2.457
-6.39,-5.574,-4.49
0.6084,-1.914,-1.322
-11.875,-7.785,-6.37
-8.0,-5.29,-4.29
-8.88,-4.785,-3.904
0.7183,-3.947,-2.959
-3.111,-0.3992,-0.04535
-1.934,-1.752,-1.252
-3.043,-2.611,-2.025
-4.266,-5.707,-4.547
-1.511,-0.8486,-0.4592
-2.285,-0.549,-0.1581
-6.133,-3.586,-2.875
-0.02173,-3.814,-2.895
-13.086,-11.41,-9.29
-6.4,-3.672,-2.967
-2.834,-5.562,-4.355
-9.73,-5.914,-4.84
-12.43,-8.04,-6.617
-3.307,-4.418,-3.479
-7.996,-4.594,-3.752
-1.119,-8.3,-6.46
2.871,-4.645,-3.4
-2.877,-1.161,-0.737
-8.414,-6.297,-5.117
-10.54,-5.562,-4.594
-5.88,-7.27,-5.82
-3.822,-2.799,-2.184
-6.664,-1.115,-0.7744
-8.33,-2.059,-1.628
-7.727,-4.14,-3.363
-0.698,-1.835,-1.164
-9.01,-2.96,-2.424
1.488,-3.195,-2.25
-9.33,-3.473,-2.87
0.6685,-2.463,-1.703
0.6895,-2.117,-1.494
-1.148,-1.3955,-0.9136
4.145,-6.883,-5.156
-6.04,-2.664,-2.13
-3.227,-0.9316,-0.587
-9.81,-6.594,-5.4
0.04907,-1.797,-1.152
-1.836,-5.715,-4.445
-9.336,-8.34,-6.78
-6.168,-4.43,-3.557
1.442,-4.605,-3.465
0.5063,-2.576,-1.784
1.231,-3.436,-2.389
1.994,-4.773,-3.586
-0.0975,-2.025,-1.339
-1.605,-5.652,-4.355
-3.34,-0.745,-0.3623
3.947,-6.34,-4.734
-1.085,-1.067,-0.615
-1.713,-0.9624,-0.564
-3.645,-2.85,-2.23
1.375,-3.04,-2.137
-1.516,-1.113,-0.655
-0.7266,-1.605,-1.081
-5.465,-3.777,-3.006
1.149,-2.166,-1.521
-0.1521,-1.437,-0.886
1.696,-3.531,-2.596
-2.387,-1.56,-1.061
-5.95,-3.516,-2.828
-9.04,-9.266,-7.496
-0.509,-1.651,-1.05
-4.754,-4.67,-3.713
-9.17,-7.914,-6.414
-2.719,-1.861,-1.397
-5.45,-4.062,-3.248
-5.72,-3.787,-3.02
2.057,-4.19,-2.969
-5.67,-5.203,-4.168
2.023,-3.953,-2.967
-5.88,-7.297,-5.84
-11.0,-7.715,-6.29
-1.972,-3.736,-2.877
-10.5,-5.29,-4.375
-14.33,-15.12,-12.29
-3.93,-5.082,-4.008
-0.00649,-1.656,-1.02
-3.104,-4.938,-3.87
0.829,-3.775,-2.812
-0.4663,-1.893,-1.363
0.9463,-2.918,-2.062
-6.98,-8.02,-6.457
-4.527,-5.1,-4.047
2.07,-5.375,-4.08
0.5586,-1.586,-1.054
-2.691,-0.7393,-0.3828
-1.034,-3.941,-2.977
0.848,-2.637,-1.831
-5.145,-9.914,-7.902
-0.0761,-1.587,-1.063
-3.162,-1.477,-1.069
-7.586,-7.504,-6.066
-3.506,-3.05,-2.363
0.6875,-2.562,-1.779
-7.473,-6.895,-5.57
2.33,-4.285,-3.186
-0.2896,-2.268,-1.449
-2.658,-1.646,-1.12
-6.96,-1.372,-1.006
-2.508,-4.96,-3.865
1.328,-3.406,-2.463
2.418,-4.176,-3.037
-4.402,-0.7056,-0.3923
-6.027,-2.873,-2.312
3.031,-4.984,-3.65
1.187,-3.113,-2.275
2.21,-3.734,-2.693
-2.9,-0.4126,-0.1043
-7.58,-2.701,-2.201
-11.83,-9.64,-7.875
-9.53,-6.773,-5.52
0.9336,-4.094,-3.105
-1.773,-5.984,-4.645
-3.068,-0.459,-0.0808
0.573,-3.982,-2.963
-6.336,-8.63,-6.91
-3.977,-4.28,-3.379
-4.844,-2.648,-2.1
-4.215,-5.074,-4.02
0.542,-2.145,-1.41
1.139,-3.37,-2.395
2.844,-5.67,-4.24
-1.434,-1.367,-0.954
-1.57,-0.3005,0.02588
-0.4653,-1.351,-0.859
-4.664,-1.28,-0.947
2.459,-4.28,-3.154
-4.203,-4.086,-3.238
-2.363,-3.36,-2.578
-12.24,-5.766,-4.78
-2.736,-2.014,-1.512
-5.19,-2.336,-1.84
3.502,-5.453,-4.08
-4.973,-3.541,-2.824
-9.04,-7.387,-6.0
-5.977,-8.0,-6.4
-0.7915,-1.069,-0.5674
-0.01854,-2.396,-1.76
-8.07,-4.023,-3.285
-5.94,-2.959,-2.367
-1.459,-1.191,-0.6577
-5.953,-2.191,-1.738
-5.504,-6.934,-5.527
-0.4175,-1.546,-0.948
2.402,-4.17,-3.104
-0.4695,-1.824,-1.111
-6.97,-4.6,-3.72
0.6094,-5.56,-4.24
-3.336,-0.261,0.0836
-2.076,-1.543,-1.073
-4.184,-7.668,-6.08
-1.31,-1.636,-1.099
1.449,-3.473,-2.576
0.7324,-2.4,-1.617
-7.504,-1.396,-1.042
-4.043,-3.715,-2.906
-1.769,-4.41,-3.408
-1.769,-3.992,-3.062
0.9155,-3.262,-2.303
-1.835,-0.3503,0.005466
-12.15,-9.63,-7.87
-2.125,-2.1,-1.533
-1.52,-1.938,-1.361
-6.95,-4.7,-3.799
-2.193,-1.072,-0.598
0.873,-2.195,-1.504
-9.0,-7.05,-5.734
2.719,-4.523,-3.352
-9.54,-4.945,-4.08
-1.041,-1.141,-0.689
-0.643,-1.161,-0.6587
-5.305,-5.617,-4.484
-4.395,-2.68,-2.117
1.396,-3.031,-2.154
3.111,-5.05,-3.71
-1.308,-1.114,-0.645
-1.575,-2.023,-1.465
-6.24,-5.26,-4.24
1.363,-4.05,-2.842
2.264,-4.6,-3.389
-1.148,-2.205,-1.589
-1.105,-2.934,-2.195
-4.844,-3.885,-3.094
-0.2615,-4.355,-3.31
0.2136,-2.36,-1.517
1.596,-3.492,-2.496
-10.77,-8.164,-6.66
-0.9917,-1.652,-1.07
-2.5,-0.6294,-0.2338
-3.479,-0.2932,0.010315
-0.3145,-0.962,-0.5586
-6.195,-3.889,-3.129
-14.01,-12.66,-10.336
-1.088,-0.842,-0.4053
-6.547,-3.742,-3.023
-3.71,-6.09,-4.812
-4.383,-0.4045,-0.0871
-1.798,-2.225,-1.606
0.0638,-3.29,-2.414
2.41,-4.4,-3.254
-4.297,-2.51,-1.969
-4.59,-7.41,-5.89
-8.55,-5.793,-4.715
-8.96,-4.773,-3.908
-1.349,-3.477,-2.635
1.113,-4.273,-3.215
-1.337,-2.678,-2.008
-1.571,-0.7773,-0.3923
-9.71,-5.133,-4.223
2.5,-3.975,-2.912
-5.57,-3.795,-3.041
2.518,-4.04,-2.984
-15.56,-14.055,-11.49
-2.936,-4.09,-3.19
-7.09,-6.27,-5.06
-0.4604,-1.227,-0.736
3.367,-5.19,-3.871
-7.586,-5.242,-4.246
1.641,-2.865,-2.074
-1.105,-3.54,-2.674
-3.67,-1.721,-1.269
-4.098,-6.78,-5.375
-0.5205,-3.225,-2.393
-1.613,-0.501,-0.1143
1.028,-4.445,-3.367
-3.535,-5.312,-4.195
-8.84,-6.555,-5.332
-7.887,-3.129,-2.564
-3.516,-3.965,-3.127
1.98,-3.705,-2.629
-5.23,-1.231,-0.906
-1.81,-1.553,-1.041
0.784,-3.22,-2.326
-0.819,-1.843,-1.149
-4.664,-3.182,-2.512
-6.22,-8.91,-7.12
-5.383,-4.918,-3.934
-2.854,-3.352,-2.6
-9.88,-5.574,-4.566
2.4,-3.76,-2.8
-4.523,-1.493,-1.112
1.304,-3.225,-2.23
0.76,-2.553,-1.7295
-0.3135,-2.002,-1.318
-0.704,-1.158,-0.6943
-0.59,-2.068,-1.377
-2.297,-8.69,-6.812
-3.408,-3.799,-2.988
-8.55,-8.65,-6.99
-10.39,-7.445,-6.07
-9.4,-6.2,-5.066
-0.745,-1.059,-0.535
-1.068,-0.8843,-0.444
-2.025,-3.826,-2.945
-8.336,-4.902,-4.004
-11.67,-6.7,-5.508
-2.52,-4.508,-3.523
-9.484,-6.89,-5.613
3.055,-5.203,-3.781
-4.66,-3.95,-3.135
-6.664,-3.086,-2.494
-3.557,-5.652,-4.457
-7.082,-7.344,-5.906
1.82,-3.838,-2.754
-11.375,-7.21,-5.91
1.538,-3.084,-2.283
-1.576,-1.398,-0.876
-0.935,-2.47,-1.789
-5.656,-2.025,-1.601
-5.066,-4.816,-3.846
-2.145,-1.464,-1.02
1.429,-3.457,-2.434
-0.912,-0.8193,-0.3867
-5.035,-4.23,-3.37
-0.3276,-3.594,-2.707
-0.1874,-2.473,-1.648
-8.8,-7.61,-6.17
-0.4639,-1.717,-1.109
1.376,-3.232,-2.38
-11.71,-7.555,-6.215
0.9727,-2.186,-1.495
-3.95,-2.385,-1.853
-5.22,-7.902,-6.29
-1.004,-1.704,-1.125
-5.34,-1.728,-1.27
-1.973,-3.441,-2.637
0.9067,-2.332,-1.601
2.955,-4.582,-3.416
-1.656,-2.625,-1.985
-4.42,-5.14,-4.086
-5.316,-4.2,-3.348
0.986,-2.824,-1.956
-3.629,-2.096,-1.625
-4.836,-6.57,-5.246
2.75,-4.703,-3.38
-2.646,-4.938,-3.863
-8.56,-6.668,-5.418
-2.525,-3.611,-2.816
-2.768,-5.605,-4.39
-1.751,-4.203,-3.232
0.5156,-2.059,-1.395
-7.816,-7.28,-5.87
1.508,-2.693,-1.914
0.2283,-2.479,-1.74
-4.44,-0.9155,-0.5586
-12.34,-8.32,-6.84
-7.96,-3.4,-2.775
-5.875,-5.62,-4.51
-1.68,-0.5576,-0.1936
-2.799,-4.17,-3.262
2.232,-3.738,-2.766
-4.89,-5.258,-4.18
0.384,-4.945,-3.78
-4.105,-2.553,-2.01
-4.227,-2.854,-2.238
-5.902,-2.035,-1.604
-0.818,-2.396,-1.765
-8.234,-5.254,-4.266
-6.48,-3.293,-2.66
2.033,-4.004,-3.002
1.571,-2.928,-2.064
1.58,-3.523,-2.557
-2.156,-0.543,-0.1893
1.367,-3.05,-2.127
-8.55,-4.33,-3.53
-7.805,-2.158,-1.729
0.7046,-5.684,-4.34
-9.62,-8.99,-7.297
3.432,-5.297,-3.926
3.217,-5.676,-4.258
-5.062,-0.595,-0.2607
-2.643,-1.056,-0.587
-4.55,-4.46,-3.535
-0.1102,-2.775,-1.99
-1.561,-1.11,-0.6016
-6.105,-2.402,-1.916
-7.01,-2.66,-2.154
1.3955,-2.693,-1.932
-0.8613,-1.377,-0.908
-2.645,-1.275,-0.8184
-8.02,-3.105,-2.525
1.255,-2.783,-1.922
-11.83,-8.03,-6.58
-4.77,-0.737,-0.4111
-6.51,-3.79,-3.055
-3.537,-6.285,-4.96
-6.535,-2.574,-2.074
-11.125,-8.695,-7.098
1.182,-3.0,-2.201
-3.576,-1.189,-0.7983
-1.909,-1.743,-1.24
2.37,-4.348,-3.182
-0.1373,-3.715,-2.803
-12.27,-7.37,-6.074
-2.979,-4.773,-3.74
-2.67,-4.188,-3.275
1.4795,-3.713,-2.77
-3.447,-3.643,-2.86
-1.073,-1.459,-0.9854
-0.7144,-1.514,-0.9316
1.811,-3.074,-2.236
2.05,-3.775,-2.723
-5.965,-5.113,-4.11
-5.504,-3.16,-2.521
-0.5825,-1.35,-0.824
-9.695,-4.57,-3.773
1.99,-3.377,-2.422
0.12054,-1.912,-1.237
2.672,-4.957,-3.672
-0.772,-1.844,-1.237
-0.509,-1.896,-1.179
-6.54,-5.13,-4.14
0.1276,-1.781,-1.149
-3.523,-2.047,-1.567
-3.572,-5.094,-4.023
2.7,-4.69,-3.414
-12.48,-9.81,-8.03
-0.06027,-2.852,-2.104
-0.8115,-2.17,-1.408
-6.69,-1.502,-1.12
-6.22,-2.367,-1.902
-1.911,-5.297,-4.11
2.375,-4.082,-3.037
-1.537,-2.17,-1.631
-4.293,-0.5425,-0.2283
-2.318,-1.103,-0.7134
-7.56,-4.82,-3.908
-5.58,-4.066,-3.244
-4.703,-4.75,-3.777
-2.225,-3.768,-2.92
-6.12,-5.227,-4.188
-6.375,-3.465,-2.79
-2.916,-1.509,-1.076
2.602,-4.48,-3.348
-1.289,-1.851,-1.253
-8.45,-5.62,-4.57
-3.826,-0.807,-0.4604
-0.322,-2.674,-1.977
-5.16,-3.693,-2.941
0.0912,-2.06,-1.332
2.299,-4.17,-3.096
0.9756,-2.832,-1.936
-3.748,-4.44,-3.5
-2.725,-4.832,-3.768
-6.977,-3.447,-2.781
-3.637,-1.203,-0.829
-3.121,-0.524,-0.1096
-3.44,-5.008,-3.924
-3.531,-4.344,-3.424
2.438,-4.453,-3.182
-9.69,-6.95,-5.664
-13.96,-11.8,-9.64
-2.871,-4.08,-3.176
0.08185,-4.383,-3.33
-1.42,-1.67,-1.183
-7.18,-7.6,-6.133
-2.012,-2.363,-1.781
1.365,-5.277,-4.008
2.281,-6.652,-5.066
-12.68,-9.5,-7.773
-7.56,-4.613,-3.742
-7.164,-8.36,-6.723
1.054,-2.303,-1.593
-1.516,-2.652,-2.008
-1.903,-1.91,-1.439
-4.2,-0.464,-0.1431
-0.7764,-1.314,-0.821
-0.9204,-1.224,-0.689
-22.0,-16.11,-13.26
-7.504,-2.408,-1.9375
0.6475,-2.447,-1.644
-6.758,-6.164,-4.973
-3.77,-1.785,-1.256
-2.672,-0.565,-0.2432
3.268,-5.223,-3.871
-3.152,-0.4973,-0.10364
-1.367,-2.234,-1.638
-1.5,-2.105,-1.516
-4.637,-6.973,-5.562
-2.916,-0.6357,-0.152
-1.312,-1.17,-0.7725
-9.02,-9.46,-7.66
-1.687,-0.515,-0.1842
-3.598,-3.348,-2.633
1.551,-3.844,-2.69
-0.576,-2.223,-1.532
-6.29,-6.11,-4.895
-1.386,-2.035,-1.47
-5.13,-5.258,-4.2
-7.965,-5.773,-4.688
-2.027,-0.3152,-0.02979
-2.697,-6.055,-4.72
0.4055,-2.344,-1.572
3.004,-5.02,-3.746
-4.863,-1.858,-1.402
0.876,-2.541,-1.799
-2.576,-5.543,-4.336
-0.01128,-1.909,-1.216
2.785,-5.387,-3.838
1.836,-3.334,-2.379
3.293,-5.17,-3.81
-4.42,-3.111,-2.455
-3.945,-1.936,-1.483
-16.25,-9.93,-8.19
-5.742,-5.703,-4.562
-10.5,-7.816,-6.38
0.147,-4.184,-3.17
-0.3147,-2.055,-1.325
-2.533,-2.334,-1.767
-1.634,-0.3484,-0.02574
-5.65,-3.102,-2.482
0.3079,-2.455,-1.568
-5.13,-1.968,-1.481
-9.45,-5.074,-4.16
-0.654,-2.443,-1.737
-6.9,-4.14,-3.338
-1.932,-0.3145,0.007774
-3.635,-3.568,-2.809
1.229,-3.797,-2.836
0.07,-2.703,-1.7295
-3.066,-7.582,-5.97
-2.645,-0.3445,-0.02098
-5.195,-2.416,-1.917
-7.88,-5.09,-4.133
-6.0,-3.328,-2.664
-2.924,-3.32,-2.57
-1.78,-1.699,-1.205
2.084,-4.066,-2.945
-7.234,-2.754,-2.23
-6.836,-3.943,-3.184
0.499,-4.082,-3.064
1.934,-4.703,-3.502
-13.164,-8.7,-7.137
-1.759,-2.56,-1.886
1.668,-3.463,-2.463
-0.7114,-4.21,-3.21
-0.1292,-4.805,-3.662
-3.244,-2.328,-1.79
-0.5146,-1.731,-1.065
-1.934,-0.393,-0.08234
-0.851,-1.763,-1.179
-14.12,-9.52,-7.816
-8.516,-3.363,-2.732
-6.16,-5.1,-4.094
1.033,-2.78,-1.923
-7.77,-4.094,-3.334
-4.305,-7.242,-5.754
